index,viewed,gender,grade,nevents,ndays_act,nplay_video,nchapters,age,votes,num_words,true class,SVM prediction,SVM anchor,SVM precision,SVM coverage,MLP prediction,MLP anchor,MLP precision,MLP coverage
442,1.0,1.0,0.01,202.0,5.0,36.0,2.0,18.0,0.0,98.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,nevents <= 205.00,1.0,0.7506
443,1.0,1.0,0.0,264.0,4.0,67.0,3.0,18.0,0.0,77.0,?,fail,grade <= 0.00,0.9945054945054945,0.8061,fail,nchapters <= 3.00 AND ndays_act <= 5.00,1.0,0.7622
444,0.0,1.0,0.0,2.0,1.0,197757.0,0.0,25.0,0.0,23.0,?,fail,num_words <= 96.00,1.0,0.749,fail,nevents <= 2.00,1.0,0.301
445,0.0,1.0,0.0,3.0,2.0,197757.0,0.0,18.0,0.0,841.0,?,fail,viewed = not viewed,1.0,0.392,fail,nevents <= 205.00,1.0,0.7539
446,0.0,1.0,0.0,0.0,0.0,197757.0,0.0,18.0,1.0,44.0,?,fail,nevents <= 2.00,1.0,0.3061,fail,nevents <= 2.00,1.0,0.308
447,0.0,1.0,0.0,4.0,1.0,197757.0,0.0,24.0,0.0,27.0,?,fail,nevents <= 24.00,1.0,0.4996,fail,nevents <= 24.00,1.0,0.4961
448,1.0,1.0,0.0,17.0,8.0,197757.0,1.0,23.0,0.0,36.0,?,fail,age <= 29.00,1.0,0.7732,fail,nevents <= 24.00,1.0,0.5076
449,1.0,1.0,0.0,146.0,13.0,11.0,1.0,25.0,0.0,57.0,?,fail,grade <= 0.00,1.0,0.8073,fail,nevents <= 205.00,1.0,0.7459
450,1.0,1.0,0.0,11.0,1.0,4.0,2.0,20.0,0.0,62.0,?,fail,nplay_video <= 362.00,1.0,0.5022,fail,nevents <= 24.00,1.0,0.5115
451,1.0,1.0,0.84,9649.0,97.0,1380.0,18.0,25.0,8.0,355.0,?,pass,nevents > 205.00 AND nchapters > 3.00 AND ndays_act > 5.00 AND 362.00 < nplay_video <= 197757.00 AND grade > 0.00 AND viewed = viewed,0.08986928104575163,0.0381,pass,nevents > 205.00 AND nplay_video > 362.00 AND nchapters > 3.00 AND grade > 0.00 AND viewed = viewed AND ndays_act > 5.00,0.29388029589778075,0.0343
452,1.0,0.0,0.01,864.0,9.0,117.0,3.0,24.0,11.0,70.0,?,fail,nchapters <= 3.00,0.9945054945054945,0.8446,fail,nchapters <= 3.00 AND num_words <= 96.00 AND 21.00 < age <= 29.00 AND nplay_video <= 197757.00 AND votes > 1.00,1.0,0.0341
453,1.0,1.0,0.0,75.0,1.0,13.0,3.0,23.0,2.0,17.0,?,fail,num_words <= 23.00,1.0,0.2578,fail,nevents <= 205.00,1.0,0.739
454,0.0,0.0,0.0,4.0,3.0,197757.0,0.0,27.0,0.0,72.0,?,fail,nevents <= 24.00,1.0,0.5063,fail,ndays_act <= 5.00,1.0,0.7841
455,1.0,1.0,0.0,226.0,12.0,28.0,2.0,28.0,1.0,131.0,?,fail,age > 25.00,1.0,0.4049,fail,nchapters <= 3.00 AND grade <= 0.00,1.0,0.7716
456,1.0,1.0,0.01,945.0,11.0,126.0,3.0,38.0,1.0,17.0,?,fail,num_words <= 96.00,1.0,0.7528,fail,votes > 0.00,0.991869918699187,0.3023
457,1.0,1.0,0.85,4717.0,43.0,770.0,18.0,27.0,2.0,358.0,?,fail,num_words > 96.00,1.0,0.2521,pass,nevents > 205.00 AND nchapters > 3.00 AND ndays_act > 5.00 AND nplay_video > 362.00 AND num_words > 23.00 AND grade > 0.00,0.32489451476793246,0.0283
458,1.0,1.0,0.0,145.0,1.0,44.0,2.0,24.0,1.0,61.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,nevents <= 205.00,1.0,0.7483
459,0.0,1.0,0.0,2.0,2.0,197757.0,0.0,23.0,1.0,180.0,?,fail,grade <= 0.00,1.0,0.8057,fail,nevents <= 2.00,1.0,0.3066
460,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,19.0,0.0,22.0,?,fail,nevents <= 2.00,1.0,0.3119,fail,nevents <= 2.00,1.0,0.3031
461,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,48.0,2.0,260.0,?,fail,ndays_act <= 2.00,1.0,0.6223,fail,nevents <= 2.00,1.0,0.3064
462,0.0,1.0,0.0,4.0,1.0,197757.0,0.0,36.0,1.0,44.0,?,fail,nevents <= 24.00,1.0,0.5107,fail,grade <= 0.00,1.0,0.8017
463,1.0,1.0,0.0,280.0,11.0,80.0,3.0,19.0,0.0,0.0,?,fail,num_words <= 23.00,1.0,0.2582,fail,votes <= 1.00 AND grade <= 0.00,1.0,0.7028
464,0.0,1.0,0.0,3.0,2.0,197757.0,0.0,45.0,0.0,272.0,?,fail,grade <= 0.00,1.0,0.8058,fail,nevents <= 24.00,1.0,0.5012
465,1.0,1.0,0.74,5851.0,83.0,414.0,16.0,29.0,0.0,44.0,?,fail,age > 25.00,0.9923076923076923,0.4061,pass,nevents > 205.00 AND 362.00 < nplay_video <= 197757.00 AND grade > 0.00 AND nchapters > 3.00 AND ndays_act > 5.00 AND age <= 29.00 AND viewed = viewed AND votes <= 1.00,0.3179282868525896,0.0251
466,1.0,1.0,0.0,221.0,6.0,27.0,2.0,27.0,0.0,88.0,?,fail,grade <= 0.00,0.9946808510638298,0.8064,fail,nchapters <= 3.00 AND grade <= 0.00,1.0,0.7668
467,1.0,0.0,0.0,86.0,2.0,15.0,2.0,23.0,0.0,38.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,nevents <= 205.00,1.0,0.7541
468,1.0,1.0,0.0,192.0,4.0,18.0,2.0,17.0,0.0,29.0,?,fail,nevents <= 205.00,1.0,0.7496,fail,nevents <= 205.00,1.0,0.7459
469,0.0,1.0,0.0,0.0,0.0,197757.0,0.0,29.0,5.0,87.0,?,fail,ndays_act <= 2.00,1.0,0.6098,fail,nevents <= 2.00,1.0,0.3089
470,0.0,1.0,0.0,2.0,1.0,197757.0,0.0,37.0,1.0,45.0,?,fail,ndays_act <= 2.00,1.0,0.6023,fail,nevents <= 2.00,1.0,0.3038
471,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,20.0,1.0,38.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,nevents <= 2.00,1.0,0.302
472,1.0,1.0,0.0,141.0,9.0,17.0,2.0,16.0,1.0,65.0,?,fail,nevents <= 205.00,1.0,0.7509,fail,nchapters <= 3.00,1.0,0.8498
473,0.0,1.0,0.0,2.0,1.0,197757.0,0.0,31.0,0.0,56.0,?,fail,nevents <= 2.00,1.0,0.3087,fail,nevents <= 2.00,1.0,0.3025
474,1.0,2.0,0.0,23.0,1.0,197757.0,2.0,25.0,2.0,72.0,?,fail,num_words <= 96.00,1.0,0.7531,fail,nevents <= 24.00,1.0,0.505
475,1.0,1.0,0.0,7.0,1.0,197757.0,1.0,43.0,0.0,90.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,nevents <= 205.00,1.0,0.7539
476,1.0,1.0,0.01,2964.0,36.0,184.0,11.0,20.0,2.0,32.0,?,fail,num_words <= 49.00,0.9920318725099602,0.505,pass,nevents > 205.00 AND age <= 21.00 AND 20.00 < nplay_video <= 197757.00 AND nchapters > 3.00 AND ndays_act > 5.00 AND grade > 0.00 AND viewed = viewed,0.29083969465648857,0.0246
477,1.0,1.0,0.0,84.0,3.0,197757.0,2.0,27.0,1.0,130.0,?,fail,nevents <= 205.00,1.0,0.74,fail,nevents <= 205.00,1.0,0.7533
478,1.0,1.0,0.28,932.0,12.0,197757.0,5.0,17.0,0.0,23.0,?,fail,gender = f,0.994475138121547,0.8226,fail,votes <= 0.00 AND gender = f,0.9681818181818181,0.5638
479,1.0,1.0,0.01,228.0,3.0,30.0,2.0,19.0,1.0,119.0,?,fail,num_words > 96.00,1.0,0.2514,fail,ndays_act <= 5.00 AND nchapters <= 3.00,1.0,0.76
480,0.0,0.0,0.0,1.0,1.0,197757.0,0.0,19.0,0.0,30.0,?,fail,nevents <= 2.00,1.0,0.3137,fail,nevents <= 2.00,1.0,0.3093
481,0.0,0.0,0.0,2.0,2.0,197757.0,0.0,22.0,0.0,102.0,?,fail,viewed = not viewed,1.0,0.3811,fail,nevents <= 2.00,1.0,0.3096
482,1.0,1.0,0.03,72.0,1.0,197757.0,1.0,22.0,0.0,43.0,?,fail,ndays_act <= 1.00,1.0,0.4632,fail,nevents <= 205.00,1.0,0.7507
483,1.0,0.0,0.0,20.0,2.0,4.0,2.0,35.0,1.0,46.0,?,fail,nchapters <= 3.00,1.0,0.8431,fail,age > 29.00,1.0,0.2254
484,1.0,1.0,0.0,244.0,1.0,119.0,3.0,24.0,0.0,25.0,?,fail,nchapters <= 3.00,1.0,0.8435,fail,nchapters <= 3.00 AND ndays_act <= 2.00,1.0,0.6051
485,1.0,0.0,0.0,270.0,5.0,110.0,2.0,18.0,2.0,6.0,?,fail,num_words <= 23.00,1.0,0.2567,fail,ndays_act <= 5.00 AND nchapters <= 3.00,1.0,0.7642
486,1.0,1.0,0.01,1097.0,8.0,141.0,3.0,24.0,0.0,136.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,age <= 25.00 AND nchapters <= 3.00,1.0,0.5008
487,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,35.0,1.0,62.0,?,fail,viewed = not viewed,1.0,0.3875,fail,nevents <= 2.00,1.0,0.3042
488,0.0,0.0,0.0,1.0,1.0,197757.0,0.0,31.0,0.0,22.0,?,fail,num_words <= 23.00,1.0,0.2628,fail,nevents <= 2.00,1.0,0.3104
489,1.0,1.0,0.0,14.0,11.0,197757.0,0.0,25.0,0.0,170.0,?,fail,nchapters <= 0.00,1.0,0.3839,fail,nevents <= 24.00,1.0,0.4975
490,1.0,0.0,0.0,6.0,1.0,197757.0,1.0,23.0,0.0,85.0,?,fail,nevents <= 24.00,1.0,0.5017,fail,nevents <= 24.00,1.0,0.5054
491,0.0,1.0,0.0,0.0,0.0,197757.0,0.0,22.0,0.0,45.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,nevents <= 24.00,1.0,0.5017
492,1.0,1.0,0.0,13.0,1.0,1.0,2.0,21.0,0.0,39.0,?,fail,num_words <= 96.00,1.0,0.7516,fail,grade <= 0.00,1.0,0.8058
493,1.0,0.0,0.0,165.0,6.0,27.0,3.0,30.0,1.0,167.0,?,fail,nevents <= 205.00,1.0,0.7545,fail,nevents <= 205.00,1.0,0.7491
494,1.0,1.0,0.01,713.0,12.0,104.0,3.0,24.0,0.0,43.0,?,fail,num_words <= 96.00,0.9943502824858758,0.7583,fail,nchapters <= 3.00,1.0,0.8488
495,1.0,1.0,0.08,1760.0,17.0,124.0,7.0,20.0,0.0,61.0,?,fail,age <= 29.00,1.0,0.7641,fail,nplay_video <= 362.00 AND votes <= 0.00 AND gender = f AND num_words <= 96.00,0.9844961240310077,0.2353
496,1.0,1.0,0.01,1362.0,12.0,170.0,4.0,22.0,1.0,61.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,age > 21.00 AND num_words > 49.00 AND nplay_video <= 362.00,0.9910714285714286,0.1807
497,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,19.0,0.0,16.0,?,fail,num_words <= 23.00,1.0,0.2606,fail,nevents <= 2.00,1.0,0.3084
498,1.0,0.0,0.0,24.0,1.0,197757.0,2.0,22.0,1.0,268.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,nevents <= 205.00,1.0,0.7434
499,1.0,1.0,0.0,11.0,1.0,5.0,1.0,20.0,0.0,36.0,?,fail,nevents <= 205.00,1.0,0.7509,fail,nevents <= 24.00,1.0,0.5171
500,1.0,1.0,0.09,2764.0,24.0,525.0,7.0,32.0,0.0,95.0,?,fail,age > 21.00,1.0,0.7302,fail,age > 29.00 AND gender = f AND num_words > 49.00,0.9947643979057592,0.1017
501,1.0,1.0,0.0,14.0,1.0,3.0,1.0,17.0,1.0,7.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,nevents <= 24.00,1.0,0.4992
502,1.0,1.0,0.0,3.0,1.0,197757.0,1.0,34.0,2.0,38.0,?,fail,nevents <= 24.00,1.0,0.4994,fail,nevents <= 24.00,1.0,0.4947
503,1.0,1.0,0.0,182.0,1.0,3.0,3.0,21.0,0.0,3.0,?,fail,num_words <= 96.00,1.0,0.7507,fail,nevents <= 205.00,1.0,0.7545
504,1.0,1.0,0.01,439.0,7.0,38.0,2.0,21.0,0.0,94.0,?,fail,nchapters <= 3.00,1.0,0.8475,fail,nchapters <= 3.00,1.0,0.8501
505,0.0,1.0,0.0,13.0,2.0,197757.0,0.0,20.0,0.0,48.0,?,fail,nevents <= 24.00,1.0,0.5004,fail,nevents <= 24.00,1.0,0.5092
506,0.0,1.0,0.0,2.0,2.0,197757.0,0.0,29.0,0.0,42.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,nevents <= 2.00,1.0,0.3092
507,1.0,0.0,0.7,4321.0,32.0,246.0,18.0,19.0,0.0,227.0,?,fail,num_words > 96.00,1.0,0.2467,pass,nevents > 205.00 AND age <= 21.00 AND nplay_video > 20.00 AND num_words > 23.00 AND grade > 0.00 AND nchapters > 3.00 AND ndays_act > 5.00,0.3570219966159052,0.0196
508,1.0,1.0,0.0,30.0,1.0,2.0,3.0,16.0,0.0,48.0,?,fail,nplay_video <= 362.00,1.0,0.5062,fail,num_words <= 49.00,1.0,0.5043
509,1.0,1.0,0.05,1701.0,25.0,125.0,6.0,20.0,0.0,304.0,?,fail,votes <= 1.00,0.9945945945945946,0.8744,fail,num_words > 49.00 AND votes <= 0.00 AND nplay_video <= 362.00 AND gender = f AND age <= 25.00,0.990909090909091,0.0712
510,0.0,1.0,0.0,0.0,0.0,197757.0,0.0,23.0,0.0,141.0,?,fail,ndays_act <= 5.00,1.0,0.7846,fail,nevents <= 2.00,1.0,0.3071
511,1.0,1.0,0.0,60.0,5.0,4.0,3.0,29.0,0.0,71.0,?,fail,nchapters <= 3.00,1.0,0.852,fail,nevents <= 205.00,1.0,0.7514
512,1.0,1.0,0.0,346.0,9.0,49.0,3.0,23.0,1.0,187.0,?,fail,nchapters <= 3.00,1.0,0.8499,fail,gender = f AND nplay_video <= 362.00,1.0,0.4206
513,1.0,1.0,0.0,110.0,3.0,17.0,3.0,40.0,2.0,49.0,?,fail,nevents <= 205.00,1.0,0.7483,fail,nevents <= 205.00,1.0,0.7502
514,1.0,1.0,0.0,28.0,1.0,13.0,1.0,21.0,0.0,89.0,?,fail,num_words <= 96.00,1.0,0.7582,fail,nevents <= 205.00,1.0,0.741
515,1.0,1.0,0.0,79.0,6.0,4.0,3.0,25.0,5.0,51.0,?,fail,num_words <= 96.00,1.0,0.7504,fail,nchapters <= 3.00,1.0,0.8475
516,1.0,2.0,0.1,6788.0,42.0,1033.0,14.0,25.0,0.0,42.0,?,fail,num_words <= 96.00,1.0,0.7645,pass,nevents > 205.00 AND nplay_video > 362.00 AND nchapters > 3.00 AND ndays_act > 5.00 AND grade > 0.00 AND viewed = viewed,0.3127413127413127,0.0399
517,1.0,1.0,0.01,202.0,2.0,34.0,2.0,25.0,1.0,414.0,?,fail,nchapters <= 3.00,1.0,0.8533,fail,nevents <= 205.00,0.9963768115942029,0.7525
518,0.0,1.0,0.0,2.0,2.0,197757.0,0.0,29.0,0.0,95.0,?,fail,nevents <= 2.00,1.0,0.3149,fail,nevents <= 2.00,1.0,0.3105
519,1.0,0.0,0.0,20.0,1.0,1.0,1.0,24.0,1.0,54.0,?,fail,grade <= 0.00,1.0,0.8098,fail,nevents <= 24.00,1.0,0.5126
520,1.0,2.0,0.0,29.0,5.0,197757.0,2.0,25.0,0.0,18.0,?,fail,nevents <= 205.00,1.0,0.7512,fail,nevents <= 205.00,1.0,0.7558
521,0.0,1.0,0.0,2.0,1.0,197757.0,0.0,31.0,0.0,48.0,?,fail,nevents <= 2.00,1.0,0.3141,fail,nevents <= 2.00,1.0,0.3096
522,0.0,1.0,0.0,22.0,2.0,197757.0,0.0,33.0,1.0,334.0,?,fail,ndays_act <= 5.00,1.0,0.7896,fail,nevents <= 205.00,1.0,0.7501
523,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,20.0,1.0,25.0,?,fail,num_words <= 96.00,1.0,0.755,fail,nevents <= 2.00,1.0,0.2979
524,0.0,1.0,0.0,2.0,1.0,197757.0,0.0,29.0,0.0,28.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,nevents <= 2.00,1.0,0.3067
525,1.0,1.0,0.0,125.0,4.0,23.0,2.0,24.0,0.0,106.0,?,fail,nplay_video <= 362.00,1.0,0.5023,fail,nevents <= 205.00,1.0,0.7511
526,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,19.0,1.0,15.0,?,fail,viewed = not viewed,1.0,0.385,fail,nevents <= 2.00,1.0,0.3017
527,1.0,1.0,0.82,5110.0,67.0,592.0,18.0,36.0,0.0,36.0,?,fail,num_words <= 49.00,0.9930555555555556,0.506,pass,nevents > 205.00 AND nplay_video > 362.00 AND nchapters > 3.00 AND ndays_act > 5.00 AND grade > 0.00,0.4117647058823529,0.0378
528,0.0,2.0,0.0,0.0,1.0,197757.0,0.0,25.0,0.0,37.0,?,fail,ndays_act <= 1.00,1.0,0.4721,fail,nevents <= 2.00,1.0,0.3085
529,1.0,0.0,0.01,900.0,9.0,86.0,3.0,25.0,0.0,12.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,nchapters <= 3.00,1.0,0.8472
530,1.0,1.0,0.92,8938.0,102.0,853.0,18.0,29.0,0.0,83.0,?,pass,nevents > 205.00 AND nchapters > 3.00 AND 362.00 < nplay_video <= 197757.00 AND grade > 0.00 AND ndays_act > 5.00 AND viewed = viewed,0.09473684210526316,0.0372,pass,nevents > 205.00 AND 362.00 < nplay_video <= 197757.00 AND grade > 0.00 AND nchapters > 3.00 AND ndays_act > 5.00 AND num_words > 49.00 AND age <= 29.00,0.297111416781293,0.0132
531,1.0,1.0,0.0,7.0,1.0,1.0,2.0,23.0,0.0,61.0,?,fail,grade <= 0.00,1.0,0.8065,fail,nevents <= 24.00,1.0,0.5041
532,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,19.0,1.0,25.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,nevents <= 2.00,1.0,0.3085
533,0.0,0.0,0.0,1.0,1.0,197757.0,0.0,24.0,0.0,34.0,?,fail,nevents <= 2.00,1.0,0.313,fail,nevents <= 2.00,1.0,0.3054
534,0.0,1.0,0.0,3.0,1.0,197757.0,0.0,29.0,0.0,88.0,?,fail,ndays_act <= 5.00,1.0,0.7785,fail,nevents <= 24.00,1.0,0.5043
535,1.0,1.0,0.01,319.0,5.0,31.0,3.0,22.0,0.0,49.0,?,fail,age <= 29.00,1.0,0.7734,fail,nchapters <= 3.00,0.994475138121547,0.8448
536,1.0,1.0,0.0,22.0,2.0,3.0,1.0,23.0,0.0,3.0,?,fail,ndays_act <= 5.00,1.0,0.7839,fail,nevents <= 205.00,1.0,0.7419
537,1.0,1.0,0.0,190.0,5.0,48.0,2.0,22.0,0.0,123.0,?,fail,grade <= 0.00,1.0,0.8086,fail,nevents <= 205.00,1.0,0.7534
538,1.0,1.0,0.0,7.0,1.0,1.0,1.0,19.0,1.0,16.0,?,fail,num_words <= 96.00,1.0,0.754,fail,nevents <= 24.00,1.0,0.5001
539,1.0,1.0,0.0,56.0,8.0,8.0,2.0,43.0,0.0,17.0,?,fail,nplay_video <= 362.00,1.0,0.504,fail,nevents <= 205.00,1.0,0.7604
540,1.0,1.0,0.0,21.0,1.0,4.0,2.0,28.0,0.0,39.0,?,fail,nevents <= 24.00,1.0,0.5024,fail,nevents <= 24.00,1.0,0.4988
541,0.0,0.0,0.0,7.0,2.0,197757.0,0.0,24.0,1.0,27.0,?,fail,nevents <= 24.00,1.0,0.5093,fail,nevents <= 24.00,1.0,0.5012
542,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,21.0,0.0,25.0,?,fail,nevents <= 2.00,1.0,0.3088,fail,nevents <= 2.00,1.0,0.3146
543,0.0,1.0,0.0,0.0,1.0,197757.0,0.0,19.0,1.0,37.0,?,fail,nevents <= 2.00,1.0,0.3103,fail,nevents <= 2.00,1.0,0.3064
544,1.0,1.0,0.01,502.0,13.0,66.0,3.0,26.0,0.0,18.0,?,fail,nchapters <= 3.00,1.0,0.8442,fail,age > 21.00 AND nchapters <= 3.00,1.0,0.6142
545,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,20.0,0.0,161.0,?,fail,viewed = not viewed,1.0,0.3868,fail,nevents <= 2.00,1.0,0.3026
546,1.0,1.0,0.0,10.0,1.0,1.0,1.0,34.0,0.0,2.0,?,fail,ndays_act <= 5.00,1.0,0.7889,fail,nchapters <= 3.00,1.0,0.8502
547,1.0,1.0,0.0,140.0,2.0,15.0,2.0,29.0,0.0,2.0,?,fail,ndays_act <= 5.00,1.0,0.7891,fail,nevents <= 205.00,1.0,0.754
548,1.0,1.0,0.0,323.0,4.0,108.0,3.0,17.0,0.0,21.0,?,fail,num_words <= 96.00,1.0,0.7519,fail,nchapters <= 3.00,1.0,0.8474
549,0.0,0.0,0.0,1.0,1.0,197757.0,0.0,25.0,0.0,26.0,?,fail,nevents <= 2.00,1.0,0.3033,fail,nevents <= 2.00,1.0,0.3052
550,1.0,1.0,0.0,60.0,1.0,4.0,2.0,27.0,0.0,1.0,?,fail,nplay_video <= 20.00,1.0,0.2521,fail,nevents <= 205.00,1.0,0.7467
551,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,33.0,0.0,226.0,?,fail,num_words > 96.00,1.0,0.2456,fail,nevents <= 24.00,1.0,0.4951
552,0.0,1.0,0.0,3.0,1.0,197757.0,0.0,20.0,0.0,41.0,?,fail,nevents <= 24.00,1.0,0.5012,fail,nevents <= 24.00,1.0,0.5077
553,1.0,1.0,0.66,10818.0,82.0,540.0,17.0,41.0,0.0,160.0,?,pass,nevents > 205.00 AND ndays_act > 5.00 AND 362.00 < nplay_video <= 197757.00 AND viewed = viewed AND nchapters > 3.00 AND grade > 0.00,0.08490566037735849,0.035,pass,nevents > 205.00 AND 362.00 < nplay_video <= 197757.00 AND nchapters > 3.00 AND ndays_act > 5.00 AND grade > 0.00 AND votes <= 1.00 AND age > 21.00 AND viewed = viewed,0.30116731517509726,0.0254
554,0.0,1.0,0.0,2.0,1.0,197757.0,0.0,28.0,0.0,125.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,nevents <= 2.00,1.0,0.3108
555,0.0,2.0,0.0,1.0,1.0,197757.0,0.0,25.0,0.0,128.0,?,fail,nevents <= 2.00,1.0,0.3098,fail,nevents <= 2.00,1.0,0.3049
556,1.0,1.0,0.0,287.0,3.0,65.0,2.0,23.0,0.0,34.0,?,fail,nchapters <= 3.00,1.0,0.8488,fail,grade <= 0.00,0.9944444444444445,0.8135
557,1.0,1.0,0.0,22.0,1.0,197757.0,1.0,27.0,0.0,20.0,?,fail,ndays_act <= 5.00,1.0,0.7863,fail,nevents <= 24.00,1.0,0.5023
558,0.0,1.0,0.0,2.0,1.0,197757.0,0.0,15.0,4.0,208.0,?,fail,nevents <= 2.00,1.0,0.3046,fail,nevents <= 2.00,1.0,0.2994
559,0.0,1.0,0.0,3.0,1.0,197757.0,0.0,25.0,0.0,166.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,nevents <= 24.00,1.0,0.5028
560,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,28.0,1.0,35.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,nevents <= 205.00,1.0,0.7486
561,0.0,1.0,0.0,2.0,1.0,197757.0,0.0,27.0,0.0,152.0,?,fail,ndays_act <= 5.00,1.0,0.7919,fail,nevents <= 2.00,1.0,0.3047
562,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,20.0,0.0,82.0,?,fail,grade <= 0.00,1.0,0.8135,fail,nevents <= 2.00,1.0,0.3147
563,1.0,1.0,0.0,283.0,5.0,5.0,3.0,21.0,0.0,22.0,?,fail,age <= 29.00,0.99644128113879,0.7665,fail,age <= 25.00,1.0,0.5894
564,1.0,1.0,0.0,13.0,1.0,2.0,1.0,30.0,0.0,32.0,?,fail,nevents <= 205.00,1.0,0.755,fail,nchapters <= 3.00,1.0,0.8485
565,1.0,0.0,0.0,341.0,5.0,11.0,2.0,26.0,2.0,86.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,ndays_act <= 5.00,0.994535519125683,0.7766
566,1.0,1.0,0.0,54.0,5.0,2.0,1.0,44.0,0.0,84.0,?,fail,nevents <= 205.00,1.0,0.7411,fail,nevents <= 205.00,1.0,0.7449
567,0.0,1.0,0.0,4.0,2.0,197757.0,0.0,17.0,0.0,9.0,?,fail,nevents <= 24.00,1.0,0.4969,fail,nevents <= 24.00,1.0,0.499
568,1.0,1.0,0.0,191.0,4.0,4.0,3.0,21.0,1.0,65.0,?,fail,nevents <= 205.00,1.0,0.7536,fail,nevents <= 205.00,1.0,0.7577
569,1.0,0.0,0.0,32.0,3.0,13.0,2.0,38.0,0.0,32.0,?,fail,nevents <= 205.00,1.0,0.7435,fail,nevents <= 205.00,1.0,0.7463
570,1.0,1.0,0.0,280.0,5.0,70.0,2.0,19.0,2.0,120.0,?,fail,num_words > 96.00,1.0,0.247,fail,grade <= 0.00 AND votes > 1.00,1.0,0.1053
571,1.0,1.0,0.0,126.0,4.0,20.0,2.0,15.0,1.0,94.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,nevents <= 205.00,1.0,0.7499
572,0.0,1.0,0.0,2.0,1.0,197757.0,0.0,20.0,0.0,67.0,?,fail,nevents <= 2.00,1.0,0.3064,fail,nevents <= 2.00,1.0,0.3129
573,0.0,1.0,0.0,5.0,3.0,197757.0,0.0,29.0,0.0,50.0,?,fail,nevents <= 24.00,1.0,0.5005,fail,nevents <= 24.00,1.0,0.5066
574,1.0,1.0,0.0,619.0,7.0,37.0,2.0,44.0,0.0,124.0,?,fail,age > 25.00,1.0,0.4108,fail,grade <= 0.00 AND nchapters <= 3.00,1.0,0.7733
575,0.0,1.0,0.0,3.0,1.0,197757.0,0.0,23.0,2.0,70.0,?,fail,viewed = not viewed,1.0,0.3893,fail,nevents <= 24.00,1.0,0.5101
576,1.0,1.0,0.0,112.0,2.0,16.0,2.0,18.0,0.0,7.0,?,fail,nplay_video <= 20.00,1.0,0.2604,fail,nevents <= 205.00,1.0,0.7508
577,1.0,1.0,0.0,15.0,1.0,6.0,1.0,58.0,0.0,6.0,?,fail,nplay_video <= 362.00,1.0,0.5003,fail,nevents <= 24.00,1.0,0.5093
578,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,19.0,2.0,21.0,?,fail,nevents <= 2.00,1.0,0.2969,fail,nevents <= 2.00,1.0,0.307
579,1.0,1.0,0.0,80.0,1.0,10.0,2.0,16.0,2.0,68.0,?,fail,nchapters <= 3.00,1.0,0.8488,fail,grade <= 0.00,1.0,0.813
580,1.0,1.0,0.0,45.0,4.0,8.0,3.0,36.0,2.0,9.0,?,fail,grade <= 0.00,1.0,0.8056,fail,nevents <= 205.00,1.0,0.7534
581,0.0,1.0,0.0,4.0,3.0,197757.0,0.0,31.0,0.0,151.0,?,fail,nplay_video <= 197757.00,1.0,1.0,fail,grade <= 0.00,1.0,0.8116
582,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,19.0,12.0,43.0,?,fail,ndays_act <= 1.00,1.0,0.4726,fail,nevents <= 205.00,1.0,0.749
583,0.0,1.0,0.0,0.0,0.0,197757.0,0.0,24.0,0.0,57.0,?,fail,num_words <= 96.00,1.0,0.7493,fail,nevents <= 2.00,1.0,0.3102
